fill_number,first_run_number,last_run_number,duration,start_time,start_stable_beam,end_stable_beam,end_time,delivered_lumi,recorded_lumi,efficiency_time,efficiency_lumi,peak_lumi,peak_pileup,bunches_colliding,beta_star,energy,injection_scheme
6980,320332,320347,,2018-07-26 04:56:03,,,2018-07-26 10:17:50,0.0,0.0,,,0.0,,,,0.0,
6979,320323,320328,,2018-07-26 02:11:49,,,2018-07-26 04:56:03,0.0,0.0,,,0.0,,,,0.0,
6978,320297,320321,,2018-07-25 20:26:41,,,2018-07-26 02:11:49,0.0,0.0,,,0.0,,,,0.0,
6977,320286,320294,,2018-07-25 19:17:32,,,2018-07-25 20:26:41,0.0,0.0,,,0.0,,,,0.0,
6976,320260,320285,,2018-07-25 14:42:01,,,2018-07-25 19:17:32,0.0,0.0,,,0.0,,,,0.0,
6975,320207,320258,,2018-07-25 08:32:45,,,2018-07-25 14:42:01,0.0,0.0,,,0.0,,,,0.0,
6974,320193,320200,,2018-07-25 03:56:36,,,2018-07-25 08:32:45,0.0,0.0,,,0.0,,,,0.0,
6973,,,,2018-07-24 23:22:16,,,2018-07-25 03:56:36,0.0,0.0,,,0.0,,,,0.0,
6972,320177,320192,,2018-07-24 14:31:14,,,2018-07-24 23:22:16,0.0,0.0,,,0.0,,,,0.0,
6971,320170,320170,,2018-07-24 07:51:51,,,2018-07-24 14:31:14,0.0,0.0,,,0.0,,,,0.0,
6970,,,,2018-07-24 07:00:46,,,2018-07-24 07:51:51,0.0,0.0,,,0.0,,,,0.0,
6969,,,,2018-07-24 06:37:58,,,2018-07-24 07:00:46,0.0,0.0,,,0.0,,,,0.0,
6968,320148,320149,,2018-07-24 03:58:24,,,2018-07-24 06:37:58,0.0,0.0,,,0.0,,,,0.0,
6967,320141,320144,,2018-07-24 00:27:09,,,2018-07-24 03:58:24,0.0,0.0,,,0.0,,,,0.0,
6966,320137,320137,6243,2018-07-23 20:33:33,2018-07-23 22:37:25,2018-07-24 00:21:27,2018-07-24 00:27:09,0.216104949951,0.0,100.0,0.0,0.009066358948,0.0,12,30.0,6499.2,MD3295_B1full_144bpi
6965,320133,320136,,2018-07-23 18:47:17,,,2018-07-23 20:33:33,0.0,0.0,,,0.0,,,,0.0,
6964,320097,320129,,2018-07-23 12:33:10,,,2018-07-23 18:47:17,0.0,0.0,,,0.0,,,,0.0,
6963,320090,320094,,2018-07-23 07:41:09,,,2018-07-23 12:33:10,0.0,0.0,,,0.0,,,,0.0,
6962,320068,320077,,2018-07-23 04:15:43,,,2018-07-23 07:41:09,0.0,0.0,,,0.0,,,,0.0,
6961,320041,320065,34678,2018-07-22 16:22:44,2018-07-22 18:31:27,2018-07-23 04:09:26,2018-07-23 04:15:43,424.515125,386.33840625,95.196,91.007,1.829834570313,51.188488,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6960,320035,320040,32872,2018-07-22 05:38:15,2018-07-22 07:07:46,2018-07-22 16:15:37,2018-07-22 16:22:44,408.00615625,387.59659375,98.354,94.998,1.84315078125,51.561001,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6959,320032,320033,,2018-07-22 05:15:36,,,2018-07-22 05:38:15,0.0,0.0,,,0.0,,,,0.0,
6958,320027,320031,,2018-07-22 04:16:01,,,2018-07-22 05:15:36,0.0,0.0,,,0.0,,,,0.0,
6957,320014,320026,23835,2018-07-21 19:22:57,2018-07-21 21:31:55,2018-07-22 04:09:11,2018-07-22 04:16:01,308.560375,292.62021875,98.007,94.834,1.743050976563,48.760769,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6956,320000,320012,39628,2018-07-21 06:56:05,2018-07-21 08:16:42,2018-07-21 19:17:10,2018-07-21 19:22:57,454.3181875,399.37590625,92.619,87.907,1.802205078125,50.415569,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6955,,,,2018-07-21 06:29:40,,,2018-07-21 06:56:05,0.0,0.0,,,0.0,,,,0.0,
6954,319995,319998,,2018-07-21 05:22:05,,,2018-07-21 06:29:40,0.0,0.0,,,0.0,,,,0.0,
6953,319986,319993,48434,2018-07-20 12:21:08,2018-07-20 15:47:48,2018-07-21 05:15:02,2018-07-21 05:22:05,529.3486875,508.697375,99.296,96.099,1.884091601563,52.706295,2544,30.0,6499.32,25ns_2556b_2544_2215_2332_144bpi_20injV3
6952,319981,319984,,2018-07-20 10:28:07,,,2018-07-20 12:21:08,0.0,0.0,,,0.0,,,,0.0,
6951,319973,319979,,2018-07-20 09:38:40,,,2018-07-20 10:28:07,0.0,0.0,,,0.0,,,,0.0,
6950,319967,319968,,2018-07-20 08:53:57,,,2018-07-20 09:38:40,0.0,0.0,,,0.0,,,,0.0,
6949,319961,319961,,2018-07-20 07:52:48,,,2018-07-20 08:53:57,0.0,0.0,,,0.0,,,,0.0,
6948,319959,319959,,2018-07-20 07:10:11,,,2018-07-20 07:52:48,0.0,0.0,,,0.0,,,,0.0,
6947,319951,319958,,2018-07-20 03:57:40,,,2018-07-20 07:10:11,0.0,0.0,,,0.0,,,,0.0,
6946,319948,319950,3970,2018-07-20 01:29:57,2018-07-20 02:44:37,2018-07-20 03:50:47,2018-07-20 03:57:40,65.6431953125,63.757421875,100.0,97.127,1.882514453125,52.662178,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6945,319943,319946,,2018-07-19 22:06:11,,,2018-07-20 01:29:57,0.0,0.0,,,0.0,,,,0.0,
6944,319934,319942,7357,2018-07-19 17:35:29,2018-07-19 19:58:39,2018-07-19 22:01:17,2018-07-19 22:06:11,114.9898359375,107.8872109375,97.377,93.823,1.793189257813,50.163361,2544,30.0,6499.32,25ns_2556b_2544_2215_2332_144bpi_20injV3
6943,319916,319933,,2018-07-19 13:34:12,,,2018-07-19 17:35:29,0.0,0.0,,,0.0,,,,0.0,
6942,319896,319915,38459,2018-07-19 00:03:46,2018-07-19 02:38:18,2018-07-19 13:19:18,2018-07-19 13:34:12,454.20115625,425.3575625,97.127,93.65,1.815081835938,50.775787,2544,30.0,6499.32,25ns_2556b_2544_2215_2332_144bpi_20injV3
6941,319856,319890,,2018-07-18 11:23:43,,,2018-07-19 00:03:46,0.0,0.0,,,0.0,,,,0.0,
6940,319842,319854,26027,2018-07-18 01:58:47,2018-07-18 04:01:20,2018-07-18 11:15:06,2018-07-18 11:23:43,342.27521875,309.90196875,93.499,90.542,1.857141992188,51.952396,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6939,319835,319841,12325,2018-07-17 20:21:02,2018-07-17 22:26:55,2018-07-18 01:52:20,2018-07-18 01:58:47,72.207515625,69.481765625,99.221,96.225,0.717416162109,52.398525,974,30.0,6499.2,25ns_987b_974_878_917_144bpi_13inj
6938,319829,319833,,2018-07-17 18:59:34,,,2018-07-17 20:21:02,0.0,0.0,,,0.0,,,,0.0,
6937,319820,319827,,2018-07-17 13:40:07,,,2018-07-17 18:59:34,0.0,0.0,,,0.0,,,,0.0,
6936,319814,319818,,2018-07-17 12:07:41,,,2018-07-17 13:40:07,0.0,0.0,,,0.0,,,,0.0,
6935,319809,319813,,2018-07-17 10:54:07,,,2018-07-17 12:07:41,0.0,0.0,,,0.0,,,,0.0,
6934,319777,319800,,2018-07-17 08:22:57,,,2018-07-17 10:54:07,0.0,0.0,,,0.0,,,,0.0,
6933,319768,319772,,2018-07-17 07:30:25,,,2018-07-17 08:22:57,0.0,0.0,,,0.0,,,,0.0,
6932,319758,319766,,2018-07-17 04:14:05,,,2018-07-17 07:30:25,0.0,0.0,,,0.0,,,,0.0,
6931,319752,319756,45030,2018-07-16 12:38:01,2018-07-16 15:38:02,2018-07-17 04:08:32,2018-07-17 04:14:05,486.257625,469.8985,100.0,96.636,1.775418554688,49.666233,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6930,319699,319751,,2018-07-16 07:22:45,,,2018-07-16 12:38:01,0.0,0.0,,,0.0,,,,0.0,
6929,319693,319698,18019,2018-07-16 00:42:55,2018-07-16 02:16:19,2018-07-16 07:16:38,2018-07-16 07:22:45,100.1099453125,95.8061796875,98.829,95.701,0.727152246094,53.109627,974,30.0,6499.2,25ns_987b_974_878_917_144bpi_13inj
6928,319688,319692,,2018-07-15 22:51:52,,,2018-07-16 00:42:55,0.0,0.0,,,0.0,,,,0.0,
6927,319682,319687,1151,2018-07-15 20:03:39,2018-07-15 22:26:45,2018-07-15 22:45:56,2018-07-15 22:51:52,17.144955078125,16.472490234375,100.0,96.078,1.824359960938,51.035339,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6926,319680,319680,,2018-07-15 17:10:02,,,2018-07-15 20:03:39,0.0,0.0,,,0.0,,,,0.0,
6925,319661,319678,6124,2018-07-15 12:35:04,2018-07-15 15:19:04,2018-07-15 17:01:08,2018-07-15 17:10:02,95.3680625,91.8508359375,100.0,96.312,1.769341796875,49.496246,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6924,319647,319659,18078,2018-07-15 04:41:53,2018-07-15 07:22:58,2018-07-15 12:24:16,2018-07-15 12:35:04,233.95309375,215.30190625,95.11,92.028,1.648420507813,46.113541,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6923,319636,319645,34546,2018-07-14 17:29:07,2018-07-14 18:51:07,2018-07-15 04:26:53,2018-07-15 04:41:53,405.403375,391.7883125,99.812,96.642,1.74908125,48.929466,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6922,319627,319635,,2018-07-14 15:31:10,,,2018-07-14 17:29:07,0.0,0.0,,,0.0,,,,0.0,
6921,319620,319625,4524,2018-07-14 11:01:22,2018-07-14 14:04:36,2018-07-14 15:20:00,2018-07-14 15:31:10,70.598671875,68.2652265625,100.0,96.695,1.746461523438,48.856178,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6920,319589,319617,,2018-07-14 01:05:25,,,2018-07-14 11:01:22,0.0,0.0,,,0.0,,,,0.0,
6919,319575,319579,73082,2018-07-13 00:47:33,2018-07-13 04:42:21,2018-07-14 01:00:23,2018-07-14 01:05:25,793.8463125,770.78175,100.0,97.095,1.756990820313,49.148888,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6918,319571,319573,,2018-07-12 22:37:18,,,2018-07-13 00:47:33,0.0,0.0,,,0.0,,,,0.0,
6917,,,,2018-07-12 21:47:33,,,2018-07-12 22:37:18,0.0,0.0,,,0.0,,,,0.0,
6916,,,,2018-07-12 21:21:26,,,2018-07-12 21:47:33,0.0,0.0,,,0.0,,,,0.0,
6915,,,,2018-07-12 20:55:38,,,2018-07-12 21:21:26,0.0,0.0,,,0.0,,,,0.0,
6914,319561,319570,,2018-07-12 19:05:31,,,2018-07-12 20:55:38,0.0,0.0,,,0.0,,,,0.0,
6913,319532,319559,8430,2018-07-12 12:08:17,2018-07-12 16:39:23,2018-07-12 18:59:53,2018-07-12 19:05:31,0.318346160889,0.051563117981,80.982,16.197,0.004904086304,38.761997,9,30.0,6499.2,Single_12b_9_1_5_BSRT_2018_pilot
6912,319506,319530,48331,2018-07-11 19:46:20,2018-07-11 22:26:29,2018-07-12 11:52:01,2018-07-12 12:08:17,613.2498125,575.5388125,96.236,93.851,1.759544140625,49.220314,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6911,319482,319503,37472,2018-07-11 07:10:07,2018-07-11 09:09:33,2018-07-11 19:34:06,2018-07-11 19:46:20,159.46490625,117.0166484375,91.647,73.381,1.64191875,45.929935,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6910,319473,319481,,2018-07-11 03:06:54,,,2018-07-11 07:10:07,0.0,0.0,,,0.0,,,,0.0,
6909,319439,319472,108234,2018-07-09 18:46:46,2018-07-09 20:58:37,2018-07-11 03:02:31,2018-07-11 03:06:54,602.48475,567.1178125,96.436,94.13,1.835219726563,51.337208,2544,30.0,6499.2,25ns_2556b_2544_2215_2332_144bpi_20injV3
6908,319376,319437,,2018-07-09 11:13:36,,,2018-07-09 18:46:46,0.0,0.0,,,0.0,,,,0.0,
6907,319375,319375,,2018-07-09 10:02:50,,,2018-07-09 11:13:36,0.0,0.0,,,0.0,,,,0.0,
6906,319359,319374,,2018-07-09 05:19:10,,,2018-07-09 10:02:50,0.0,0.0,,,0.0,,,,0.0,
6905,319352,319353,,2018-07-09 01:33:56,,,2018-07-09 05:19:10,0.0,0.0,,,0.0,,,,0.0,
6904,319344,319351,19744,2018-07-08 18:19:49,2018-07-08 19:52:09,2018-07-09 01:21:13,2018-07-09 01:33:56,276.6401875,249.78428125,98.876,90.292,1.761920703125,51.220402,2448,30.0,6499.2,25ns_2460b_2448_2052_2154_144bpi_19injv2
6903,,,,2018-07-08 17:55:58,,,2018-07-08 18:19:49,0.0,0.0,,,0.0,,,,0.0,
6902,319338,319343,,2018-07-08 16:24:46,,,2018-07-08 17:55:58,0.0,0.0,,,0.0,,,,0.0,
6901,319337,319337,51325,2018-07-08 00:03:32,2018-07-08 02:04:48,2018-07-08 16:20:13,2018-07-08 16:24:46,229.7156875,224.522484375,99.739,97.739,0.730383642578,53.343639,974,30.0,6499.2,25ns_987b_974_878_917_144bpi_13inj
6900,319335,319335,,2018-07-07 23:43:58,,,2018-07-08 00:03:32,0.0,0.0,,,0.0,,,,0.0,
6899,,,,2018-07-07 23:00:37,,,2018-07-07 23:43:58,0.0,0.0,,,0.0,,,,0.0,
6898,,,,2018-07-07 22:37:30,,,2018-07-07 23:00:37,0.0,0.0,,,0.0,,,,0.0,
6897,,,,2018-07-07 22:17:01,,,2018-07-07 22:37:30,0.0,0.0,,,0.0,,,,0.0,
6896,319330,319334,,2018-07-07 21:00:13,,,2018-07-07 22:17:01,0.0,0.0,,,0.0,,,,0.0,
6895,319327,319329,,2018-07-07 15:13:23,,,2018-07-07 21:00:13,0.0,0.0,,,0.0,,,,0.0,
6894,,,,2018-07-07 13:56:06,,,2018-07-07 15:13:23,0.0,0.0,,,0.0,,,,0.0,
6893,319313,319325,,2018-07-07 12:08:17,,,2018-07-07 13:56:06,0.0,0.0,,,0.0,,,,0.0,
6892,319303,319311,40818,2018-07-06 22:05:52,2018-07-07 00:42:03,2018-07-07 12:02:21,2018-07-07 12:08:17,1.309425048828,1.231145263672,99.598,94.022,0.005161983871,0.253419,1450,4797.0,6499.2,50ns_1452b_1450_21_1128_144bpi_11inj
6891,319276,319302,26817,2018-07-06 11:06:42,2018-07-06 14:23:22,2018-07-06 21:50:19,2018-07-06 22:05:52,0.866434020996,0.810858825684,98.471,93.586,0.006045007324,0.296769,1450,4797.0,6499.2,50ns_1452b_1450_21_1128_144bpi_11inj
6890,319250,319274,82335,2018-07-05 10:26:05,2018-07-05 12:09:03,2018-07-06 11:01:18,2018-07-06 11:06:42,2.386532714844,2.092218994141,92.684,87.668,0.003781761551,0.185659,1450,4797.0,6499.32,50ns_1452b_1450_21_1128_144bpi_11inj
6889,319231,319249,,2018-07-05 05:16:41,,,2018-07-05 10:26:05,0.0,0.0,,,0.0,,,,0.0,
6888,319230,319230,,2018-07-05 04:37:53,,,2018-07-05 05:16:41,0.0,0.0,,,0.0,,,,0.0,
6887,319228,319229,,2018-07-05 02:14:17,,,2018-07-05 04:37:53,0.0,0.0,,,0.0,,,,0.0,
6886,319226,319227,,2018-07-04 22:36:57,,,2018-07-05 02:14:17,0.0,0.0,,,0.0,,,,0.0,
6885,319212,319225,7623,2018-07-04 16:05:49,2018-07-04 20:13:20,2018-07-04 22:20:23,2018-07-04 22:36:57,0.183182479858,0.175638824463,98.019,95.882,0.002914612007,0.676408,732,4797.0,6499.2,50ns_734b_732_284_398_144bpi_11inj
6884,319184,319207,8055,2018-07-04 08:29:10,2018-07-04 10:20:43,2018-07-04 12:34:58,2018-07-04 16:05:49,0.099249725342,0.09569682312,97.579,96.42,0.00141644907,0.335869,300,4797.0,6499.2,50ns_302b_300_70_63_72bpi_7inj
6883,319179,319182,,2018-07-04 06:59:26,,,2018-07-04 08:29:10,0.0,0.0,,,0.0,,,,0.0,
6882,319162,319177,54002,2018-07-03 11:44:11,2018-07-03 15:54:14,2018-07-04 06:54:16,2018-07-04 06:59:26,0.769311279297,0.738184509277,98.432,95.954,0.002216321182,0.215383,732,4797.0,6499.32,100ns_734b_732_0_0_72bpi_13inj
6881,319150,319160,22836,2018-07-03 00:59:34,2018-07-03 05:08:14,2018-07-03 11:28:51,2018-07-03 11:44:11,0.392118499756,0.376738922119,99.505,96.078,0.00234995594,0.22837,732,4797.0,6499.2,100ns_734b_732_0_0_72bpi_13inj
6880,319127,319148,,2018-07-02 17:37:33,,,2018-07-03 00:59:34,0.0,0.0,,,0.0,,,,0.0,
6879,319117,319125,9805,2018-07-02 12:28:49,2018-07-02 14:47:30,2018-07-02 17:30:55,2018-07-02 17:37:33,0.081716064453,0.078858612061,98.021,96.503,0.001009646511,0.239408,300,4797.0,6499.2,100ns_302b_300_0_0_72bpi_7inj
6878,319105,319116,,2018-07-02 10:43:52,,,2018-07-02 12:28:49,0.0,0.0,,,0.0,,,,0.0,
6877,319085,319104,8753,2018-07-02 04:13:51,2018-07-02 08:10:30,2018-07-02 10:36:23,2018-07-02 10:43:52,0.027971971512,0.020726131439,75.254,74.096,3.78446627E-4,0.324352,84,4797.0,6499.2,100ns_86b_84_0_0_18bpi_7inj
6876,319081,319083,,2018-07-02 03:27:04,,,2018-07-02 04:13:51,0.0,0.0,,,0.0,,,,0.0,
6875,319080,319080,,2018-07-01 23:59:24,,,2018-07-02 03:27:04,0.0,0.0,,,0.0,,,,0.0,
6874,319075,319078,1027,2018-07-01 21:47:57,2018-07-01 23:26:34,2018-07-01 23:43:41,2018-07-01 23:59:24,17.041837890625,16.3931484375,100.0,96.194,1.745498242188,50.742985,2448,30.0,6499.2,25ns_2460b_2448_2052_2154_144bpi_19injv2
6873,319073,319074,,2018-07-01 20:20:25,,,2018-07-01 21:47:57,0.0,0.0,,,0.0,,,,0.0,
6872,319070,319072,,2018-07-01 19:09:11,,,2018-07-01 20:20:25,0.0,0.0,,,0.0,,,,0.0,
6871,319062,319069,,2018-07-01 13:30:10,,,2018-07-01 19:09:11,0.0,0.0,,,0.0,,,,0.0,
6870,319036,319061,,2018-07-01 10:05:57,,,2018-07-01 13:30:10,0.0,0.0,,,0.0,,,,0.0,
6869,319023,319033,,2018-07-01 08:02:33,,,2018-07-01 10:05:57,0.0,0.0,,,0.0,,,,0.0,
6868,318976,319021,78819,2018-06-30 08:25:45,2018-06-30 09:52:45,2018-07-01 07:46:24,2018-07-01 08:02:33,0.437270050049,0.243914855957,67.565,55.781,9.80412865E-4,0.622704,124,1917.0,6499.32,525ns_140b_124_32_23_16bpi_11inj
6867,318973,318974,,2018-06-30 08:04:19,,,2018-06-30 08:25:45,0.0,0.0,,,0.0,,,,0.0,
6866,318963,318972,,2018-06-30 06:10:18,,,2018-06-30 08:04:19,0.0,0.0,,,0.0,,,,0.0,
6865,318956,318962,,2018-06-30 03:06:58,,,2018-06-30 06:10:18,0.0,0.0,,,0.0,,,,0.0,
6864,318916,318954,35559,2018-06-29 12:52:30,2018-06-29 17:07:32,2018-06-30 03:00:11,2018-06-30 03:06:58,0.160641448975,0.156162643433,98.408,97.212,5.37342405E-4,0.659043,58,1917.0,6499.2,Multi_70b_58_20_22_4bpi_19inj
6863,318894,318914,,2018-06-29 07:37:22,,,2018-06-29 12:52:30,0.0,0.0,,,0.0,,,,0.0,
6862,318887,318893,,2018-06-29 04:48:12,,,2018-06-29 07:37:22,0.0,0.0,,,0.0,,,,0.0,
6861,318879,318886,,2018-06-29 00:56:02,,,2018-06-29 04:48:12,0.0,0.0,,,0.0,,,,0.0,
6860,318865,318877,32472,2018-06-28 12:11:24,2018-06-28 15:49:40,2018-06-29 00:50:51,2018-06-29 00:56:02,399.973125,380.4694375,98.248,95.124,1.624358105469,47.221348,2448,30.0,6499.32,25ns_2460b_2448_2052_2154_144bpi_19injv2
6859,318829,318863,,2018-06-28 07:10:44,,,2018-06-28 12:11:24,0.0,0.0,,,0.0,,,,0.0,
6858,318827,318828,1716,2018-06-28 04:21:42,2018-06-28 06:29:18,2018-06-28 06:57:54,2018-06-28 07:10:44,13.853109375,13.316836914063,100.0,96.129,0.925429589844,54.226963,1214,30.0,6499.32,25ns_1227b_1214_1054_1102_144bpi_14inj
6857,,,,2018-06-28 02:38:22,,,2018-06-28 04:21:42,0.0,0.0,,,0.0,,,,0.0,
6856,318824,318825,,2018-06-28 01:50:36,,,2018-06-28 02:38:22,0.0,0.0,,,0.0,,,,0.0,
6855,318823,318823,,2018-06-28 00:22:51,,,2018-06-28 01:50:36,0.0,0.0,,,0.0,,,,0.0,
6854,318806,318821,11870,2018-06-27 17:58:35,2018-06-27 20:56:48,2018-06-28 00:14:37,2018-06-28 00:22:51,76.47890625,67.8152890625,92.004,88.672,0.848655175781,49.728245,1214,30.0,6499.32,25ns_1227b_1214_1054_1102_144bpi_14inj
6853,318782,318802,,2018-06-27 13:20:35,,,2018-06-27 17:58:35,0.0,0.0,,,0.0,,,,0.0,
6852,318740,318781,,2018-06-27 01:00:11,,,2018-06-27 13:20:35,0.0,0.0,,,0.0,,,,0.0,
6851,318737,318739,,2018-06-26 23:11:47,,,2018-06-27 01:00:11,0.0,0.0,,,0.0,,,,0.0,
6850,318706,318735,13849,2018-06-26 17:22:10,2018-06-26 19:13:37,2018-06-26 23:04:26,2018-06-26 23:11:47,46.40384765625,39.81208984375,89.118,85.795,0.487940234375,58.930744,590,30.0,6499.32,25ns_603b_590_524_542_48bpi_17inj
6849,318700,318704,,2018-06-26 15:19:09,,,2018-06-26 17:22:10,0.0,0.0,,,0.0,,,,0.0,
6848,318681,318698,,2018-06-26 12:00:19,,,2018-06-26 15:19:09,0.0,0.0,,,0.0,,,,0.0,
6847,318649,318675,17849,2018-06-26 05:34:51,2018-06-26 06:55:49,2018-06-26 11:53:19,2018-06-26 12:00:19,16.544755859375,12.438584960938,80.301,75.181,0.136851721191,69.536491,140,30.0,6499.32,Multi_525ns_140b_140_75_16_8bpi_19inj
6846,318646,318648,,2018-06-26 02:08:35,,,2018-06-26 05:34:51,0.0,0.0,,,0.0,,,,0.0,
6845,318641,318645,,2018-06-26 00:10:07,,,2018-06-26 02:08:35,0.0,0.0,,,0.0,,,,0.0,
6844,318633,318639,,2018-06-25 21:04:56,,,2018-06-26 00:10:07,0.0,0.0,,,0.0,,,,0.0,
6843,318622,318632,5376,2018-06-25 17:55:39,2018-06-25 19:25:42,2018-06-25 20:55:18,2018-06-25 21:04:56,0.082746681213,0.076431358337,94.642,92.368,0.001733438683,61.657421,2,30.0,6499.32,Single_3b_2_2_2
6842,318608,318619,,2018-06-25 15:29:09,,,2018-06-25 17:55:39,0.0,0.0,,,0.0,,,,0.0,
6841,318587,318590,,2018-06-25 13:12:30,,,2018-06-25 15:29:09,0.0,0.0,,,0.0,,,,0.0,
6840,318578,318585,,2018-06-25 11:08:57,,,2018-06-25 13:12:30,0.0,0.0,,,0.0,,,,0.0,
6839,318569,318577,,2018-06-25 09:20:01,,,2018-06-25 11:08:57,0.0,0.0,,,0.0,,,,0.0,
6838,318555,318565,,2018-06-25 05:34:33,,,2018-06-25 09:20:01,0.0,0.0,,,0.0,,,,0.0,
6837,318522,318554,,2018-06-24 18:57:19,,,2018-06-25 05:34:33,0.0,0.0,,,0.0,,,,0.0,
6836,318502,318521,,2018-06-24 11:05:16,,,2018-06-24 18:57:19,0.0,0.0,,,0.0,,,,0.0,
6835,318482,318500,,2018-06-24 09:01:15,,,2018-06-24 11:05:16,0.0,0.0,,,0.0,,,,0.0,
6834,318467,318481,,2018-06-24 06:17:37,,,2018-06-24 09:01:15,0.0,0.0,,,0.0,,,,0.0,
6833,318457,318466,,2018-06-24 02:56:27,,,2018-06-24 06:17:37,0.0,0.0,,,0.0,,,,0.0,
6832,318456,318456,,2018-06-24 00:55:31,,,2018-06-24 02:56:27,0.0,0.0,,,0.0,,,,0.0,
6831,318451,318455,,2018-06-23 22:49:59,,,2018-06-24 00:55:31,0.0,0.0,,,0.0,,,,0.0,
6830,318444,318450,,2018-06-23 20:17:05,,,2018-06-23 22:49:59,0.0,0.0,,,0.0,,,,0.0,
6829,318422,318443,,2018-06-23 16:18:39,,,2018-06-23 20:17:05,0.0,0.0,,,0.0,,,,0.0,
6828,318388,318421,,2018-06-23 10:47:15,,,2018-06-23 16:18:39,0.0,0.0,,,0.0,,,,0.0,
6827,318382,318387,,2018-06-23 09:42:25,,,2018-06-23 10:47:15,0.0,0.0,,,0.0,,,,0.0,
6826,318377,318380,,2018-06-23 07:12:10,,,2018-06-23 09:42:25,0.0,0.0,,,0.0,,,,0.0,
6825,,,,2018-06-23 07:01:03,,,2018-06-23 07:12:10,0.0,0.0,,,0.0,,,,0.0,
6824,318371,318375,,2018-06-23 03:47:11,,,2018-06-23 07:01:03,0.0,0.0,,,0.0,,,,0.0,
6823,318368,318370,,2018-06-22 23:18:50,,,2018-06-23 03:47:11,0.0,0.0,,,0.0,,,,0.0,
6822,318365,318367,,2018-06-22 21:46:20,,,2018-06-22 23:18:50,0.0,0.0,,,0.0,,,,0.0,
6821,318299,318364,,2018-06-22 04:03:44,,,2018-06-22 21:46:20,0.0,0.0,,,0.0,,,,0.0,
6820,318266,318295,,2018-06-21 17:40:10,,,2018-06-22 04:03:44,0.0,0.0,,,0.0,,,,0.0,
6819,317958,318257,412,2018-06-18 03:24:03,2018-06-18 13:31:23,2018-06-18 13:38:15,2018-06-21 17:40:10,0.0,0.0,100.0,,0.0,,,0.0,0.0,
6818,,,,2018-06-18 01:11:05,,,2018-06-18 03:24:03,0.0,0.0,,,0.0,,,,0.0,
6817,,,,2018-06-17 21:53:07,,,2018-06-18 01:11:05,0.0,0.0,,,0.0,,,,0.0,
6816,,,,2018-06-17 19:38:30,,,2018-06-17 21:53:07,0.0,0.0,,,0.0,,,,0.0,
6815,317943,317955,,2018-06-17 14:53:08,,,2018-06-17 19:38:30,0.0,0.0,,,0.0,,,,0.0,
6814,317928,317930,,2018-06-17 09:22:48,,,2018-06-17 14:53:08,0.0,0.0,,,0.0,,,,0.0,
6813,317927,317927,,2018-06-17 00:48:38,,,2018-06-17 09:22:48,0.0,0.0,,,0.0,,,,0.0,
6812,,,,2018-06-16 22:56:26,,,2018-06-17 00:48:38,0.0,0.0,,,0.0,,,,0.0,
6811,,,,2018-06-16 13:11:25,,,2018-06-16 22:56:26,0.0,0.0,,,0.0,,,,0.0,
6810,317915,317923,,2018-06-16 05:09:12,,,2018-06-16 13:11:25,0.0,0.0,,,0.0,,,,0.0,
6809,,,,2018-06-16 03:40:35,,,2018-06-16 05:09:12,0.0,0.0,,,0.0,,,,0.0,
6808,,,,2018-06-16 02:02:49,,,2018-06-16 03:40:35,0.0,0.0,,,0.0,,,,0.0,
6807,,,,2018-06-16 01:16:00,,,2018-06-16 02:02:49,0.0,0.0,,,0.0,,,,0.0,
6806,,,,2018-06-16 00:37:37,,,2018-06-16 01:16:00,0.0,0.0,,,0.0,,,,0.0,
6805,,,,2018-06-15 23:41:09,,,2018-06-16 00:37:37,0.0,0.0,,,0.0,,,,0.0,
6804,,,,2018-06-15 22:42:04,,,2018-06-15 23:41:09,0.0,0.0,,,0.0,,,,0.0,
6803,,,,2018-06-15 21:44:24,,,2018-06-15 22:42:04,0.0,0.0,,,0.0,,,,0.0,
6802,,,,2018-06-15 20:08:54,,,2018-06-15 21:44:24,0.0,0.0,,,0.0,,,,0.0,
6801,,,,2018-06-15 16:52:24,,,2018-06-15 20:08:54,0.0,0.0,,,0.0,,,,0.0,
